DT COMPRA;DESPESA;RECEITA DESPESA;FORMA PAGTO;TIPO;CATEGORIA;ITEM;VLR TOTAL;QTD PARCELAS;NUM PARCELA;STATUS;DESCRICAO;
09/05/2013;Englishtown;Despesa;Crédito;Gasto;Educação;Curso Online;2148,00;12;7;Fechado;Curso de Inglês Online;
09/05/2013;Englishtown;Despesa;Crédito;Gasto;Educação;Curso Online;2148,00;12;8;Fechado;Curso de Inglês Online;
09/05/2013;Englishtown;Despesa;Crédito;Gasto;Educação;Curso Online;2148,00;12;9;Fechado;Curso de Inglês Online;
09/05/2013;Englishtown;Despesa;Crédito;Gasto;Educação;Curso Online;2148,00;12;10;Fechado;Curso de Inglês Online;
09/05/2013;Englishtown;Despesa;Crédito;Gasto;Educação;Curso Online;2148,00;12;11;Fechado;Curso de Inglês Online;
09/05/2013;Englishtown;Despesa;Crédito;Gasto;Educação;Curso Online;2148,00;12;12;Fechado;Curso de Inglês Online;
20/05/2013;Staples;Despesa;Crédito;Gasto;Equipamentos;Empresa;265,90;12;1;Fechado;Cadeira Escritório;
20/05/2013;Staples;Despesa;Crédito;Gasto;Equipamentos;Empresa;265,90;12;2;Fechado;Cadeira Escritório;
20/05/2013;Staples;Despesa;Crédito;Gasto;Equipamentos;Empresa;265,90;12;3;Fechado;Cadeira Escritório;
20/05/2013;Staples;Despesa;Crédito;Gasto;Equipamentos;Empresa;265,90;12;4;Fechado;Cadeira Escritório;
20/05/2013;Staples;Despesa;Crédito;Gasto;Equipamentos;Empresa;265,90;12;5;Fechado;Cadeira Escritório;
20/05/2013;Staples;Despesa;Crédito;Gasto;Equipamentos;Empresa;265,90;12;6;Fechado;Cadeira Escritório;
20/05/2013;Staples;Despesa;Crédito;Gasto;Equipamentos;Empresa;265,90;12;7;Fechado;Cadeira Escritório;
20/05/2013;Staples;Despesa;Crédito;Gasto;Equipamentos;Empresa;265,90;12;8;Fechado;Cadeira Escritório;
20/05/2013;Staples;Despesa;Crédito;Gasto;Equipamentos;Empresa;265,90;12;9;Fechado;Cadeira Escritório;
20/05/2013;Staples;Despesa;Crédito;Gasto;Equipamentos;Empresa;265,90;12;10;Fechado;Cadeira Escritório;
20/05/2013;Staples;Despesa;Crédito;Gasto;Equipamentos;Empresa;265,90;12;11;Fechado;Cadeira Escritório;
20/05/2013;Staples;Despesa;Crédito;Gasto;Equipamentos;Empresa;265,90;12;12;Fechado;Cadeira Escritório;
28/05/2013;Jornal Agora;Despesa;Crédito;Gasto;Assinaturas;Jornal;430,80;12;1;Fechado;Assinatura Jornal Jornal Agora;
28/05/2013;Jornal Agora;Despesa;Crédito;Gasto;Assinaturas;Jornal;430,80;12;2;Fechado;Assinatura Jornal Jornal Agora;
28/05/2013;Jornal Agora;Despesa;Crédito;Gasto;Assinaturas;Jornal;430,80;12;3;Fechado;Assinatura Jornal Jornal Agora;
28/05/2013;Jornal Agora;Despesa;Crédito;Gasto;Assinaturas;Jornal;430,80;12;4;Fechado;Assinatura Jornal Jornal Agora;
28/05/2013;Jornal Agora;Despesa;Crédito;Gasto;Assinaturas;Jornal;430,80;12;5;Fechado;Assinatura Jornal Jornal Agora;
28/05/2013;Jornal Agora;Despesa;Crédito;Gasto;Assinaturas;Jornal;430,80;12;6;Fechado;Assinatura Jornal Jornal Agora;
28/05/2013;Jornal Agora;Despesa;Crédito;Gasto;Assinaturas;Jornal;430,80;12;7;Fechado;Assinatura Jornal Jornal Agora;
28/05/2013;Jornal Agora;Despesa;Crédito;Gasto;Assinaturas;Jornal;430,80;12;8;Fechado;Assinatura Jornal Jornal Agora;
28/05/2013;Jornal Agora;Despesa;Crédito;Gasto;Assinaturas;Jornal;430,80;12;9;Fechado;Assinatura Jornal Jornal Agora;
28/05/2013;Jornal Agora;Despesa;Crédito;Gasto;Assinaturas;Jornal;430,80;12;10;Fechado;Assinatura Jornal Jornal Agora;
28/05/2013;Jornal Agora;Despesa;Crédito;Gasto;Assinaturas;Jornal;430,80;12;11;Fechado;Assinatura Jornal Jornal Agora;
28/05/2013;Jornal Agora;Despesa;Crédito;Gasto;Assinaturas;Jornal;430,80;12;12;Fechado;Assinatura Jornal Jornal Agora;
01/06/2013;Editora Saraiva;Despesa;Crédito;Gasto;Informática;Tablet;1499,00;10;1;Fechado;Table Samsung 10.2 Vivian;
01/06/2013;Editora Saraiva;Despesa;Crédito;Gasto;Informática;Tablet;1499,00;10;2;Fechado;Table Samsung 10.2 Vivian;
01/06/2013;Editora Saraiva;Despesa;Crédito;Gasto;Informática;Tablet;1499,00;10;3;Fechado;Table Samsung 10.2 Vivian;
01/06/2013;Editora Saraiva;Despesa;Crédito;Gasto;Informática;Tablet;1499,00;10;4;Fechado;Table Samsung 10.2 Vivian;
01/06/2013;Editora Saraiva;Despesa;Crédito;Gasto;Informática;Tablet;1499,00;10;5;Fechado;Table Samsung 10.2 Vivian;
01/06/2013;Editora Saraiva;Despesa;Crédito;Gasto;Informática;Tablet;1499,00;10;6;Fechado;Table Samsung 10.2 Vivian;
01/06/2013;Editora Saraiva;Despesa;Crédito;Gasto;Informática;Tablet;1499,00;10;7;Fechado;Table Samsung 10.2 Vivian;
01/06/2013;Editora Saraiva;Despesa;Crédito;Gasto;Informática;Tablet;1499,00;10;8;Fechado;Table Samsung 10.2 Vivian;
01/06/2013;Editora Saraiva;Despesa;Crédito;Gasto;Informática;Tablet;1499,00;10;9;Fechado;Table Samsung 10.2 Vivian;
01/06/2013;Editora Saraiva;Despesa;Crédito;Gasto;Informática;Tablet;1499,00;10;10;Fechado;Table Samsung 10.2 Vivian;
26/06/2013;Athletic;Despesa;Crédito;Gasto;Equipamentos;Esportivo;1198,80;12;1;Fechado;Bicicleta Ergométrica;
26/06/2013;Athletic;Despesa;Crédito;Gasto;Equipamentos;Esportivo;1198,80;12;2;Fechado;Bicicleta Ergométrica;
26/06/2013;Athletic;Despesa;Crédito;Gasto;Equipamentos;Esportivo;1198,80;12;3;Fechado;Bicicleta Ergométrica;
26/06/2013;Athletic;Despesa;Crédito;Gasto;Equipamentos;Esportivo;1198,80;12;4;Fechado;Bicicleta Ergométrica;
26/06/2013;Athletic;Despesa;Crédito;Gasto;Equipamentos;Esportivo;1198,80;12;5;Fechado;Bicicleta Ergométrica;
26/06/2013;Athletic;Despesa;Crédito;Gasto;Equipamentos;Esportivo;1198,80;12;6;Fechado;Bicicleta Ergométrica;
26/06/2013;Athletic;Despesa;Crédito;Gasto;Equipamentos;Esportivo;1198,80;12;7;Fechado;Bicicleta Ergométrica;
26/06/2013;Athletic;Despesa;Crédito;Gasto;Equipamentos;Esportivo;1198,80;12;8;Fechado;Bicicleta Ergométrica;
26/06/2013;Athletic;Despesa;Crédito;Gasto;Equipamentos;Esportivo;1198,80;12;9;Fechado;Bicicleta Ergométrica;
26/06/2013;Athletic;Despesa;Crédito;Gasto;Equipamentos;Esportivo;1198,80;12;10;Fechado;Bicicleta Ergométrica;
26/06/2013;Athletic;Despesa;Crédito;Gasto;Equipamentos;Esportivo;1198,80;12;11;Fechado;Bicicleta Ergométrica;
26/06/2013;Athletic;Despesa;Crédito;Gasto;Equipamentos;Esportivo;1198,80;12;12;Fechado;Bicicleta Ergométrica;
28/06/2013;Lentes Carol;Despesa;Crédito;Gasto;Saúde;Equipamentos;775,00;10;1;Fechado;Óculos Mari;
28/06/2013;Lentes Carol;Despesa;Crédito;Gasto;Saúde;Equipamentos;775,00;10;2;Fechado;Óculos Mari;
28/06/2013;Lentes Carol;Despesa;Crédito;Gasto;Saúde;Equipamentos;775,00;10;3;Fechado;Óculos Mari;
28/06/2013;Lentes Carol;Despesa;Crédito;Gasto;Saúde;Equipamentos;775,00;10;4;Fechado;Óculos Mari;
28/06/2013;Lentes Carol;Despesa;Crédito;Gasto;Saúde;Equipamentos;775,00;10;5;Fechado;Óculos Mari;
28/06/2013;Lentes Carol;Despesa;Crédito;Gasto;Saúde;Equipamentos;775,00;10;6;Fechado;Óculos Mari;
28/06/2013;Lentes Carol;Despesa;Crédito;Gasto;Saúde;Equipamentos;775,00;10;7;Fechado;Óculos Mari;
28/06/2013;Lentes Carol;Despesa;Crédito;Gasto;Saúde;Equipamentos;775,00;10;8;Fechado;Óculos Mari;
28/06/2013;Lentes Carol;Despesa;Crédito;Gasto;Saúde;Equipamentos;775,00;10;9;Fechado;Óculos Mari;
28/06/2013;Lentes Carol;Despesa;Crédito;Gasto;Saúde;Equipamentos;775,00;10;10;Fechado;Óculos Mari;
30/06/2013;Ponto Frio;Despesa;Crédito;Gasto;Eletrônicos;Equipamentos;1752,66;12;1;Fechado;TV Samsung 40';
30/06/2013;Ponto Frio;Despesa;Crédito;Gasto;Eletrônicos;Equipamentos;1752,66;12;2;Fechado;TV Samsung 40';
30/06/2013;Ponto Frio;Despesa;Crédito;Gasto;Eletrônicos;Equipamentos;1752,66;12;3;Fechado;TV Samsung 40';
30/06/2013;Ponto Frio;Despesa;Crédito;Gasto;Eletrônicos;Equipamentos;1752,66;12;4;Fechado;TV Samsung 40';
30/06/2013;Ponto Frio;Despesa;Crédito;Gasto;Eletrônicos;Equipamentos;1752,66;12;5;Fechado;TV Samsung 40';
30/06/2013;Ponto Frio;Despesa;Crédito;Gasto;Eletrônicos;Equipamentos;1752,66;12;6;Fechado;TV Samsung 40';
30/06/2013;Ponto Frio;Despesa;Crédito;Gasto;Eletrônicos;Equipamentos;1752,66;12;7;Fechado;TV Samsung 40';
30/06/2013;Ponto Frio;Despesa;Crédito;Gasto;Eletrônicos;Equipamentos;1752,66;12;8;Fechado;TV Samsung 40';
30/06/2013;Ponto Frio;Despesa;Crédito;Gasto;Eletrônicos;Equipamentos;1752,66;12;9;Fechado;TV Samsung 40';
30/06/2013;Ponto Frio;Despesa;Crédito;Gasto;Eletrônicos;Equipamentos;1752,66;12;10;Fechado;TV Samsung 40';
30/06/2013;Ponto Frio;Despesa;Crédito;Gasto;Eletrônicos;Equipamentos;1752,66;12;11;Fechado;TV Samsung 40';
30/06/2013;Ponto Frio;Despesa;Crédito;Gasto;Eletrônicos;Equipamentos;1752,66;12;12;Fechado;TV Samsung 40';
17/07/2013;Adobe;Despesa;Crédito;Gasto;Assinaturas;Software;780,00;12;1;Fechado;Assinatura Adobe Creative Clound;
17/07/2013;Adobe;Despesa;Crédito;Gasto;Assinaturas;Software;780,00;12;2;Fechado;Assinatura Adobe Creative Clound;
17/07/2013;Adobe;Despesa;Crédito;Gasto;Assinaturas;Software;780,00;12;3;Fechado;Assinatura Adobe Creative Clound;
17/07/2013;Adobe;Despesa;Crédito;Gasto;Assinaturas;Software;780,00;12;4;Fechado;Assinatura Adobe Creative Clound;
17/07/2013;Adobe;Despesa;Crédito;Gasto;Assinaturas;Software;780,00;12;5;Fechado;Assinatura Adobe Creative Clound;
17/07/2013;Adobe;Despesa;Crédito;Gasto;Assinaturas;Software;780,00;12;6;Fechado;Assinatura Adobe Creative Clound;
17/07/2013;Adobe;Despesa;Crédito;Gasto;Assinaturas;Software;780,00;12;7;Fechado;Assinatura Adobe Creative Clound;
17/07/2013;Adobe;Despesa;Crédito;Gasto;Assinaturas;Software;780,00;12;8;Fechado;Assinatura Adobe Creative Clound;
17/07/2013;Adobe;Despesa;Crédito;Gasto;Assinaturas;Software;780,00;12;9;Fechado;Assinatura Adobe Creative Clound;
17/07/2013;Adobe;Despesa;Crédito;Gasto;Assinaturas;Software;780,00;12;10;Fechado;Assinatura Adobe Creative Clound;
17/07/2013;Adobe;Despesa;Crédito;Gasto;Assinaturas;Software;780,00;12;11;Fechado;Assinatura Adobe Creative Clound;
17/07/2013;Adobe;Despesa;Crédito;Gasto;Assinaturas;Software;780,00;12;12;Fechado;Assinatura Adobe Creative Clound;
24/08/2013;Editora Saraiva;Despesa;Crédito;Gasto;Eletrônicos;Celular;1148,21;10;1;Fechado;Celular Samsung Duos Mãe;
24/08/2013;Editora Saraiva;Despesa;Crédito;Gasto;Eletrônicos;Celular;1148,21;10;2;Fechado;Celular Samsung Duos Mãe;
24/08/2013;Editora Saraiva;Despesa;Crédito;Gasto;Eletrônicos;Celular;1148,21;10;3;Fechado;Celular Samsung Duos Mãe;
24/08/2013;Editora Saraiva;Despesa;Crédito;Gasto;Eletrônicos;Celular;1148,21;10;4;Fechado;Celular Samsung Duos Mãe;
24/08/2013;Editora Saraiva;Despesa;Crédito;Gasto;Eletrônicos;Celular;1148,21;10;5;Fechado;Celular Samsung Duos Mãe;
24/08/2013;Editora Saraiva;Despesa;Crédito;Gasto;Eletrônicos;Celular;1148,21;10;6;Fechado;Celular Samsung Duos Mãe;
24/08/2013;Editora Saraiva;Despesa;Crédito;Gasto;Eletrônicos;Celular;1148,21;10;7;Fechado;Celular Samsung Duos Mãe;
24/08/2013;Editora Saraiva;Despesa;Crédito;Gasto;Eletrônicos;Celular;1148,21;10;8;Fechado;Celular Samsung Duos Mãe;
24/08/2013;Editora Saraiva;Despesa;Crédito;Gasto;Eletrônicos;Celular;1148,21;10;9;Fechado;Celular Samsung Duos Mãe;
24/08/2013;Editora Saraiva;Despesa;Crédito;Gasto;Eletrônicos;Celular;1148,21;10;10;Fechado;Celular Samsung Duos Mãe;
07/09/2013;Tutto Bike;Despesa;Crédito;Gasto;Equipamentos;Esportivo;2040,00;6;1;Fechado;Bike Trek;
07/09/2013;Tutto Bike;Despesa;Crédito;Gasto;Equipamentos;Esportivo;2040,00;6;2;Fechado;Bike Trek;
07/09/2013;Tutto Bike;Despesa;Crédito;Gasto;Equipamentos;Esportivo;2040,00;6;3;Fechado;Bike Trek;
07/09/2013;Tutto Bike;Despesa;Crédito;Gasto;Equipamentos;Esportivo;2040,00;6;4;Fechado;Bike Trek;
07/09/2013;Tutto Bike;Despesa;Crédito;Gasto;Equipamentos;Esportivo;2040,00;6;5;Fechado;Bike Trek;
07/09/2013;Tutto Bike;Despesa;Crédito;Gasto;Equipamentos;Esportivo;2040,00;6;6;Fechado;Bike Trek;
19/10/2013;Luigi Bertolli;Despesa;Crédito;Gasto;Vestuário;Roupas;208,90;4;1;Fechado;Calça e Vestido;
19/10/2013;Luigi Bertolli;Despesa;Crédito;Gasto;Vestuário;Roupas;208,90;4;2;Fechado;Calça e Vestido;
19/10/2013;Luigi Bertolli;Despesa;Crédito;Gasto;Vestuário;Roupas;208,90;4;3;Fechado;Calça e Vestido;
19/10/2013;Luigi Bertolli;Despesa;Crédito;Gasto;Vestuário;Roupas;208,90;4;4;Fechado;Calça e Vestido;
25/10/2013;Drogaria Ultrafarma;Despesa;Crédito;Gasto;Saúde;Remédios;179,80;3;1;Fechado;Remédios e Pasta de Dente;
25/10/2013;Drogaria Ultrafarma;Despesa;Crédito;Gasto;Saúde;Remédios;179,80;3;2;Fechado;Remédios e Pasta de Dente;
25/10/2013;Drogaria Ultrafarma;Despesa;Crédito;Gasto;Saúde;Remédios;179,80;3;3;Fechado;Remédios e Pasta de Dente;
05/11/2013;Mercado Livre;Despesa;Crédito;Gasto;Equipamentos;Esportivo;554,43;12;1;Fechado;TRX Suspension Trainning;
05/11/2013;Mercado Livre;Despesa;Crédito;Gasto;Equipamentos;Esportivo;554,43;12;2;Fechado;TRX Suspension Trainning;
05/11/2013;Mercado Livre;Despesa;Crédito;Gasto;Equipamentos;Esportivo;554,43;12;3;Fechado;TRX Suspension Trainning;
05/11/2013;Mercado Livre;Despesa;Crédito;Gasto;Equipamentos;Esportivo;554,43;12;4;Fechado;TRX Suspension Trainning;
05/11/2013;Mercado Livre;Despesa;Crédito;Gasto;Equipamentos;Esportivo;554,43;12;5;Fechado;TRX Suspension Trainning;
05/11/2013;Mercado Livre;Despesa;Crédito;Gasto;Equipamentos;Esportivo;554,43;12;6;Fechado;TRX Suspension Trainning;
05/11/2013;Mercado Livre;Despesa;Crédito;Gasto;Equipamentos;Esportivo;554,43;12;7;Fechado;TRX Suspension Trainning;
05/11/2013;Mercado Livre;Despesa;Crédito;Gasto;Equipamentos;Esportivo;554,43;12;8;Fechado;TRX Suspension Trainning;
05/11/2013;Mercado Livre;Despesa;Crédito;Gasto;Equipamentos;Esportivo;554,43;12;9;Fechado;TRX Suspension Trainning;
05/11/2013;Mercado Livre;Despesa;Crédito;Gasto;Equipamentos;Esportivo;554,43;12;10;Fechado;TRX Suspension Trainning;
05/11/2013;Mercado Livre;Despesa;Crédito;Gasto;Equipamentos;Esportivo;554,43;12;11;Fechado;TRX Suspension Trainning;
05/11/2013;Mercado Livre;Despesa;Crédito;Gasto;Equipamentos;Esportivo;554,43;12;12;Fechado;TRX Suspension Trainning;
09/11/2013;Binne;Despesa;Crédito;Gasto;Vestuário;Sapatos;505,80;3;1;Fechado;Sapatos para o Pai e a Mãe;
09/11/2013;Tam Viagens;Despesa;Crédito;Gasto;Viagem & Lazer;Viagem;4285,79;10;1;Fechado;Viagem Fortaleza e Jeriquaquara 2014;
09/11/2013;Binne;Despesa;Crédito;Gasto;Vestuário;Sapatos;505,80;3;2;Fechado;Sapatos para o Pai e a Mãe;
09/11/2013;Tam Viagens;Despesa;Crédito;Gasto;Viagem & Lazer;Viagem;4285,79;10;2;Fechado;Viagem Fortaleza e Jeriquaquara 2014;
09/11/2013;Binne;Despesa;Crédito;Gasto;Vestuário;Sapatos;505,80;3;3;Fechado;Sapatos para o Pai e a Mãe;
09/11/2013;Tam Viagens;Despesa;Crédito;Gasto;Viagem & Lazer;Viagem;4285,79;10;3;Fechado;Viagem Fortaleza e Jeriquaquara 2014;
09/11/2013;Tam Viagens;Despesa;Crédito;Gasto;Viagem & Lazer;Viagem;4285,79;10;4;Fechado;Viagem Fortaleza e Jeriquaquara 2014;
09/11/2013;Tam Viagens;Despesa;Crédito;Gasto;Viagem & Lazer;Viagem;4285,79;10;5;Fechado;Viagem Fortaleza e Jeriquaquara 2014;
09/11/2013;Tam Viagens;Despesa;Crédito;Gasto;Viagem & Lazer;Viagem;4285,79;10;6;Fechado;Viagem Fortaleza e Jeriquaquara 2014;
09/11/2013;Tam Viagens;Despesa;Crédito;Gasto;Viagem & Lazer;Viagem;4285,79;10;7;Fechado;Viagem Fortaleza e Jeriquaquara 2014;
09/11/2013;Tam Viagens;Despesa;Crédito;Gasto;Viagem & Lazer;Viagem;4285,79;10;8;Fechado;Viagem Fortaleza e Jeriquaquara 2014;
09/11/2013;Tam Viagens;Despesa;Crédito;Gasto;Viagem & Lazer;Viagem;4285,79;10;9;Fechado;Viagem Fortaleza e Jeriquaquara 2014;
09/11/2013;Tam Viagens;Despesa;Crédito;Gasto;Viagem & Lazer;Viagem;4285,79;10;10;Fechado;Viagem Fortaleza e Jeriquaquara 2014;
15/11/2013;Hspace;Despesa;Crédito;Gasto;Vestuário;Sapatos;119,99;4;1;Fechado;Sapato Crock;
15/11/2013;Hspace;Despesa;Crédito;Gasto;Vestuário;Sapatos;119,99;4;2;Fechado;Sapato Crock;
15/11/2013;Hspace;Despesa;Crédito;Gasto;Vestuário;Sapatos;119,99;4;3;Fechado;Sapato Crock;
15/11/2013;Hspace;Despesa;Crédito;Gasto;Vestuário;Sapatos;119,99;4;4;Fechado;Sapato Crock;
20/11/2013;Mercadocar;Despesa;Crédito;Gasto;Carro;Manutenção;189,20;3;1;Fechado;Troca de Óleo e Filtros do Fit;
20/11/2013;Mercadocar;Despesa;Crédito;Gasto;Carro;Manutenção;189,20;3;2;Fechado;Troca de Óleo e Filtros do Fit;
20/11/2013;Mercadocar;Despesa;Crédito;Gasto;Carro;Manutenção;189,20;3;3;Fechado;Troca de Óleo e Filtros do Fit;
22/11/2013;Certisign;Despesa;Crédito;Gasto;Empresa;Certificado;220,00;3;1;Fechado;Renovação Certificado Digital;
22/11/2013;Certisign;Despesa;Crédito;Gasto;Empresa;Certificado;45,00;3;1;Fechado;Compra Cartão Certificado Digital;
22/11/2013;Certisign;Despesa;Crédito;Gasto;Empresa;Certificado;220,00;3;2;Fechado;Renovação Certificado Digital;
22/11/2013;Certisign;Despesa;Crédito;Gasto;Empresa;Certificado;45,00;3;2;Fechado;Compra Cartão Certificado Digital;
22/11/2013;Certisign;Despesa;Crédito;Gasto;Empresa;Certificado;220,00;3;3;Fechado;Renovação Certificado Digital;
22/11/2013;Certisign;Despesa;Crédito;Gasto;Empresa;Certificado;45,00;3;3;Fechado;Compra Cartão Certificado Digital;
23/11/2013;Dentista;Despesa;Crédito;Gasto;Saúde;Dentista;200,00;2;1;Fechado;Limpeza dos Dentes;
23/11/2013;Dentista;Despesa;Crédito;Gasto;Saúde;Dentista;200,00;2;2;Fechado;Limpeza dos Dentes;
04/12/2013;Fast Shop;Despesa;Crédito;Gasto;Eletrônicos;Equipamentos;399,00;3;1;Fechado;Telefone Sem Fio Panasonic;
04/12/2013;Fast Shop;Despesa;Crédito;Gasto;Eletrônicos;Equipamentos;399,00;3;2;Fechado;Telefone Sem Fio Panasonic;
04/12/2013;Fast Shop;Despesa;Crédito;Gasto;Eletrônicos;Equipamentos;399,00;3;3;Fechado;Telefone Sem Fio Panasonic;
07/12/2013;Fototica;Despesa;Crédito;Gasto;Saúde;Equipamentos;649,00;10;1;Fechado;Óculos Mari;
07/12/2013;Fototica;Despesa;Crédito;Gasto;Saúde;Equipamentos;649,00;10;2;Fechado;Óculos Mari;
07/12/2013;Fototica;Despesa;Crédito;Gasto;Saúde;Equipamentos;649,00;10;3;Fechado;Óculos Mari;
07/12/2013;Fototica;Despesa;Crédito;Gasto;Saúde;Equipamentos;649,00;10;4;Fechado;Óculos Mari;
07/12/2013;Fototica;Despesa;Crédito;Gasto;Saúde;Equipamentos;649,00;10;5;Fechado;Óculos Mari;
07/12/2013;Fototica;Despesa;Crédito;Gasto;Saúde;Equipamentos;649,00;10;6;Fechado;Óculos Mari;
07/12/2013;Fototica;Despesa;Crédito;Gasto;Saúde;Equipamentos;649,00;10;7;Fechado;Óculos Mari;
07/12/2013;Fototica;Despesa;Crédito;Gasto;Saúde;Equipamentos;649,00;10;8;Fechado;Óculos Mari;
07/12/2013;Fototica;Despesa;Crédito;Gasto;Saúde;Equipamentos;649,00;10;9;Fechado;Óculos Mari;
07/12/2013;Fototica;Despesa;Crédito;Gasto;Saúde;Equipamentos;649,00;10;10;Fechado;Óculos Mari;
16/12/2013;Restaurante Bolizan;Despesa;Crédito;Gasto;Alimentação;Restaurante;7,98;1;1;Fechado;Almoço Restaurante Bolizan;
17/12/2013;Restaurante Seletti;Despesa;Crédito;Gasto;Alimentação;Restaurante;20,90;1;1;Fechado;Almoço Restaurante Seletti;
17/12/2013;Livraria Saraiva;Despesa;Crédito;Gasto;Publicações;Revistas;14,90;1;1;Fechado;Digital Photographer;
17/12/2013;Açougue;Despesa;Crédito;Gasto;Alimentação;Açougue;34,45;1;1;Fechado;Carne Moida e Peito de Frango;
